x,y,p
-8.038304,36.789886,0.0
14.62849,1.9687896,0.0
-54.685688,-14.809823,0.0
16.532583,5.012527,0.0
14.531607,-7.609602,0.0
1.4234272,-12.84648,0.0
9.290394,51.904,0.0
13.329509,16.015457,
66.120865,17.192867,0.0
47.705,24.799856,
38.145992,10.986837,0.0
8.544518,-32.96321,0.0
25.363508,7.895504,0.0
-39.126293,19.959713,0.0
-16.05973,20.54331,0.0
-6.802561,14.982753,0.0
44.967598,14.0558405,0.0
-21.056618,-3.0609164,0.0
-53.053574,-23.270733,
-47.645615,-38.389503,0.0
14.9545,-7.082043,0.0
45.08675,45.222412,0.0
20.160957,-0.7885383,0.0
-17.122791,18.17432,0.0
-2.756222,6.6946435,0.0
25.832365,-2.8808763,0.0
25.814224,14.946653,0.0
-22.273535,54.292274,0.0
19.040178,-9.358254,0.0
-24.938519,-39.650486,0.0
-13.51006,-19.669746,0.0
4.263537,53.916183,0.0
31.314302,17.517197,
-34.510685,3.9395382,
-38.752716,-29.443846,0.0
21.619644,-10.827163,0.0
-9.558479,18.201263,0.0
38.993317,10.852289,
-14.266988,16.600279,
-38.400253,8.033078,
34.691734,25.464334,0.0
-11.729657,64.18801,0.0
-39.928665,20.193445,0.0
-49.287006,-36.3861,0.0
41.912457,30.874949,0.0
-18.940527,7.279771,0.0
5.8245215,-17.066889,0.0
-11.844143,64.06915,0.0
12.950411,2.825134,0.0
26.58967,21.857399,0.0
39.686287,-10.191201,0.0
-2.5516157,6.0590596,0.0
3.473543,-23.185955,0.0
29.966433,-7.2997665,0.0
-0.7980778,-32.522087,0.0
-5.9632077,53.10077,0.0
15.397813,59.525223,0.0
-24.855814,7.8991117,0.0
63.6613,-0.9787486,0.0
-27.562777,39.315395,0.0
8.048139,-51.97202,0.0
24.55679,21.459858,0.0
63.912422,-1.3536377,0.0
15.14579,-45.150333,0.0
9.156703,38.81218,0.0
19.513985,-2.2926035,0.0
2.4279118,-2.7610617,0.0
-3.1854048,29.096384,0.0
-30.50489,45.407658,0.0
-53.79668,24.214325,0.0
-43.5511,-36.466713,0.0
12.921613,-7.6952806,0.0
-7.571848,-46.065342,0.0
13.470747,-50.32616,0.0
60.662014,10.725322,0.0
25.336525,31.506771,0.0
65.75112,-1.4325866,0.0
-10.115097,30.03281,0.0
-29.680382,5.959462,0.0
49.366478,2.4196668,0.0
33.53533,-18.079805,
-19.123753,0.44873673,0.0
-27.696556,42.991337,0.0
15.968114,-47.55465,0.0
-19.462618,-10.013793,0.0
1.2467062,58.282997,0.0
22.237455,-18.09798,0.0
16.486614,19.750948,0.0
-26.525408,-30.790861,0.0
40.933746,-9.064181,0.0
-38.54573,19.860676,0.0
-22.515715,-33.47622,0.0
-31.37085,19.761309,0.0
-20.716219,-21.383995,0.0
-19.754349,58.05895,0.0
44.078773,38.3736,0.0
-8.465728,37.58005,0.0
-48.850662,-8.280369,0.0
63.42485,0.22025852,0.0
26.538527,1.7330544,0.0
-22.702858,-21.487867,0.0
-19.721874,12.867342,0.0
-59.189724,6.7745543,0.0
-38.799854,-37.070026,0.0
-37.802116,47.616417,0.0
24.52636,-42.135532,0.0
-25.196455,19.200516,0.0
-25.184168,-15.81573,0.0
-18.77,25.415045,0.0
48.76913,-1.8170365,0.0
12.842124,2.8584733,0.0
2.628895,15.1039715,0.0
-31.529276,-12.763382,0.0
15.141796,-28.239817,0.0
45.10487,-25.078964,0.0
28.88976,8.599108,
-24.58389,-28.211992,0.0
4.3413815,68.97407,0.0
-55.639103,19.764664,0.0
11.9641905,26.22651,0.0
-36.98967,35.33141,0.0
18.831202,33.21085,0.0
-6.28892,-40.512764,0.0
-7.1007457,50.53585,0.0
65.02644,-0.55925286,0.0
-6.738273,-48.243034,0.0
-57.293575,-20.000128,0.0
-45.13078,-37.607376,0.0
-36.737278,34.92203,0.0
-19.581268,58.42138,0.0
17.255302,-27.854996,0.0
8.92425,4.7625103,0.0
15.7583,15.972631,1.0
25.927416,-25.971355,0.0
-36.464764,17.746578,0.0
-23.704248,0.9356345,0.0
-28.795713,11.516577,0.0
-44.8722,-38.281845,0.0
-19.411638,-2.664012,0.0
26.838734,-31.810432,0.0
-48.273903,-27.95188,0.0
-17.797386,-23.588661,0.0
14.75398,7.7024283,0.0
-34.921017,-5.9451876,0.0
9.989838,15.859538,0.0
-31.050304,52.499367,0.0
38.12949,8.897102,0.0
5.4100275,-32.23882,0.0
-16.492012,2.8833013,0.0
-8.760936,-11.399091,0.0
-45.67392,-23.110237,0.0
-9.687021,-38.617996,0.0
5.973954,-0.34650102,0.0
-12.4470825,-10.799048,0.0
25.532034,19.491295,0.0
-1.2538904,49.159153,0.0
-40.333447,-30.917889,0.0
19.31553,0.94704884,
-2.5418696,-47.20588,0.0
-43.796787,-5.4066267,0.0
11.84971,15.31748,0.0
55.438763,22.628712,0.0
19.038841,33.836098,0.0
17.771338,-15.3472185,0.0
22.976631,-43.871212,0.0
-2.0564287,-1.3061874,0.0
44.201145,-9.528134,0.0
4.1778064,-15.36158,0.0
-14.00492,11.617999,0.0
22.642622,55.167683,0.0
-46.67356,-20.335974,0.0
10.682782,-26.301264,0.0
7.643608,38.335297,0.0
-16.584805,8.14082,0.0
-8.917633,-19.98903,0.0
-55.38121,-24.583345,0.0
-13.9512005,46.581696,0.0
22.725767,-16.586498,0.0
34.941696,-36.330204,0.0
-18.073835,-8.410626,0.0
55.39237,23.086847,
64.33196,-2.3491352,0.0
2.716605,-7.488452,0.0
-24.992672,41.457783,0.0
46.69703,-26.487091,0.0
11.241735,44.05707,0.0
23.458817,-46.55092,0.0
18.718155,-28.867296,0.0
-25.331707,-30.719585,0.0
15.401209,68.52769,0.0
-58.989796,8.170854,0.0
47.949116,14.054145,0.0
24.319424,-35.60063,0.0
14.217652,58.50022,0.0
-13.411868,-20.179432,
-3.2725933,-47.891586,0.0
-7.017266,-20.491156,0.0
22.164421,35.374996,0.0
-41.316208,-27.191671,0.0
40.352516,-12.099021,1.0
-20.493969,4.761996,
7.5105247,13.031678,0.0
-3.7754576,-13.03259,0.0
-21.595388,-44.291782,0.0
-11.197605,63.055088,0.0
26.375677,-3.400796,0.0
26.654678,16.635885,0.0
45.68786,-24.359009,0.0
-1.4977002,-13.465399,0.0
16.660774,-36.808784,0.0
-22.354753,55.61905,0.0
64.33998,2.4651875,0.0
-16.808353,-25.807503,0.0
-60.623135,8.385281,0.0
-26.363993,-33.006916,0.0
-37.270466,31.313515,0.0
18.637732,-26.278818,0.0
12.282865,-21.906443,0.0
13.055484,-18.130562,0.0
-55.92647,25.49513,0.0
-10.998246,3.0669224,0.0
7.2163153,48.49571,0.0
45.987164,-25.606853,0.0
-13.455031,21.301493,0.0
-36.367474,-19.006264,0.0
-14.986232,-16.150724,0.0
-1.2042879,-48.25226,0.0
14.388233,-7.173874,0.0
-11.178878,-29.080475,0.0
25.49735,-1.4440398,0.0
-39.037807,34.469723,0.0
42.599453,19.453197,0.0
-57.08631,-19.667006,0.0
-59.199,8.589353,0.0
13.859628,-44.750427,0.0
45.026505,49.816177,0.0
-45.548565,-37.26536,0.0
0.31560165,-30.913734,0.0
4.4506774,-52.439346,0.0
-25.413996,-30.275364,0.0
-23.212309,-31.868292,0.0
41.95582,-18.935238,0.0
-5.035682,-43.2277,0.0
-18.759771,3.7060375,0.0
-30.248846,-8.64776,0.0
15.057355,-37.830338,0.0
-27.069204,42.25102,0.0
6.3887196,-21.032928,0.0
53.1518,-2.9611828,0.0
-26.36103,8.929661,0.0
15.452416,-32.080204,0.0
-5.4324093,19.110643,0.0
-20.26586,14.098401,0.0
-27.105934,-11.383912,0.0
-0.9249992,38.805443,0.0
19.850708,-28.383585,0.0
-19.291214,28.328716,0.0
-25.6511,-9.360208,0.0
19.04961,18.201855,0.0
11.71233,-24.402517,0.0
25.469343,34.376637,0.0
-52.42574,8.883467,0.0
-10.294895,36.57071,0.0
38.859737,12.299752,0.0
-8.611337,-35.944294,0.0
-33.862144,16.041937,0.0
-22.884062,55.45347,0.0
-11.2538395,-46.007973,0.0
5.1514835,68.78573,0.0
-17.298252,29.81447,0.0
-25.462748,-31.09306,0.0
45.912533,0.69810504,0.0
42.159748,-25.985338,0.0
-41.59994,-16.59876,0.0
51.150715,2.9727135,0.0
10.207278,-21.061668,0.0
49.973545,11.3216915,0.0
-5.417334,12.765799,0.0
22.109282,35.307545,0.0
38.949074,11.106373,0.0
41.626694,-12.185594,0.0
-8.901391,34.52725,0.0
24.14935,-11.083544,0.0
-46.365402,-23.051296,0.0
43.62095,31.834309,0.0
-14.113312,-12.627226,0.0
24.55309,-45.838356,0.0
31.162636,12.481968,
8.851146,-44.249275,0.0
-53.13431,-14.907668,
10.320392,16.822298,0.0
-24.295948,14.39531,0.0
8.685338,39.014015,0.0
18.59477,-8.337606,0.0
19.469255,7.4285874,0.0
26.941195,-45.06988,0.0
4.9758067,68.59058,0.0
22.26991,-43.790363,0.0
-16.930918,-34.182278,0.0
-30.360424,20.431734,0.0
1.1610726,-25.165154,0.0
24.538086,-24.241255,0.0
-13.6324415,-20.511805,0.0
19.174944,5.2165275,0.0
-38.91027,23.473587,0.0
17.130632,33.794094,0.0
-8.951253,26.706272,0.0
-2.6210573,-15.026155,
55.611694,23.189985,
-28.678242,30.150583,0.0
-24.640379,40.652157,0.0
25.41706,31.370003,0.0
-30.38854,16.504452,0.0
-27.180586,39.365307,0.0
19.778318,-26.380919,0.0
-23.934599,54.172714,0.0
24.386612,-1.418319,0.0
-40.35216,-25.14902,0.0
6.680876,36.75859,0.0
-8.395785,50.35048,
-17.84206,8.180906,0.0
-35.7599,49.065987,0.0
35.675358,35.697483,0.0
-41.54256,-17.459051,0.0
-47.03692,-30.395016,
-41.855576,18.44392,0.0
7.959003,-26.332523,0.0
19.294472,-33.0394,0.0
-51.70234,-9.013621,0.0
-10.178084,2.1006436,0.0
-31.725658,60.020428,0.0
-5.993351,53.071774,0.0
27.257397,-25.19541,0.0
31.9874,-4.525517,0.0
26.037998,-22.490227,0.0
-6.312467,-44.68243,0.0
-47.24116,-18.883295,0.0
9.328051,50.063637,0.0
-4.7076383,48.790787,0.0
-46.39568,-22.125093,0.0
48.34468,15.963825,0.0
-52.923058,9.019889,0.0
-48.581276,-27.466682,0.0
-36.436466,17.665264,
-12.6890545,-47.32285,0.0
-31.86008,-22.227129,0.0
-21.50949,4.6404643,0.0
2.4249747,-20.500582,0.0
26.69018,22.718857,0.0
17.176556,13.102706,0.0
29.7244,-6.868145,0.0
-10.521362,10.165643,0.0
20.35365,-14.858654,0.0
-46.100826,28.873514,0.0
-13.633727,-31.494627,0.0
21.047863,7.9280667,0.0
29.067379,-44.56966,0.0
-39.343445,-16.894396,0.0
49.41394,13.711264,0.0
-41.375923,-22.156864,0.0
-38.795223,35.230194,0.0
-31.489956,3.0505757,0.0
-5.081285,-44.985565,0.0
-15.539102,-19.022537,0.0
-19.063196,27.12884,0.0
4.4245086,69.2949,0.0
25.338352,62.427048,0.0
16.005177,-9.586201,0.0
9.654491,-30.294851,0.0
-21.088156,54.732117,0.0
22.668776,55.11587,0.0
-24.033031,-5.2002645,0.0
15.862049,-35.055676,0.0
22.7051,-30.260963,0.0
-22.988453,-18.511637,0.0
6.983919,-27.391195,0.0
-8.973336,-42.91646,0.0
18.795534,5.334805,0.0
-31.088444,1.628549,0.0
44.1563,24.607258,0.0
52.062305,4.21177,0.0
-33.436806,3.4420702,0.0
25.902878,-27.032663,0.0
5.779998,68.30689,0.0
-11.881521,44.791683,0.0
3.2054963,-41.872704,0.0
14.444728,-21.088642,0.0
23.086988,-1.8969316,0.0
-9.631284,21.54341,0.0
-26.71603,43.996716,0.0
47.48982,-3.5020335,0.0
56.58144,22.551107,0.0
18.161192,-17.036959,0.0
-45.92382,-26.384434,0.0
24.12361,18.122425,
36.41852,-42.708187,0.0
-39.27149,50.233006,0.0
1.2491436,43.655037,0.0
8.204046,-23.8669,0.0
-6.135677,53.1428,0.0
-24.153677,9.726267,0.0
27.517267,17.491655,0.0
-21.374084,0.39971274,0.0
21.62413,24.226524,0.0
13.755716,-27.055109,0.0
13.916192,-31.31437,0.0
-12.264463,17.269423,0.0
-1.0568545,-32.65384,0.0
-29.024714,7.71916,0.0
9.075227,-27.697466,
38.922527,-12.286931,
-17.0372,9.237371,0.0
-16.10455,-18.763483,0.0
-18.083115,-27.46878,0.0
22.78645,-4.1380258,0.0
-4.74566,25.893448,0.0
14.4010935,15.954447,0.0
47.297344,-21.348293,0.0
-4.1974463,16.638374,0.0
40.878796,-10.974981,0.0
12.607658,-9.212103,0.0
-16.083284,3.5974512,0.0
-3.4411197,-51.025543,0.0
-10.239972,-30.780058,0.0
40.5538,-12.004405,0.0
50.046204,-3.4648051,0.0
-49.361225,23.428175,0.0
0.86103123,14.428847,0.0
-12.251898,65.38683,0.0
-23.7937,9.423136,0.0
4.791223,-23.40086,0.0
44.92985,-1.9975154,0.0
1.8426088,59.40394,0.0
11.631465,-8.154268,0.0
-16.448694,11.104066,0.0
-20.387323,-11.3004055,0.0
0.9169005,-26.325176,0.0
-40.587822,-31.507833,0.0
25.033068,14.810492,0.0
-16.149403,-27.806042,0.0
-11.596982,38.600056,0.0
16.761988,7.3857775,
53.11396,-0.7417244,0.0
-15.01606,-44.684246,0.0
34.512592,-45.148975,0.0
-11.194717,9.159703,1.0
66.08517,-0.86535317,0.0
