f_index,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9
0,0.003239837024090461,0.00340026149763407,0.0033490828460304594,0.002922769373609776,0.0034165341312463043,0.0032150177789697374,0.0034200481152987876,0.0031288902283027596,0.0035686351819775907,0.0034871110586157162
1,0.0034753328237482153,0.003817501116345742,0.003310887225484361,0.004171498165938823,0.003345303464155719,0.0032264663452763803,0.0035683390638152667,0.0031725786702760605,0.0036386589705178322,0.003709600986073005
2,0.0005960338631113412,0.000584129735053426,0.0006351648088853904,0.0004121670588341288,0.0005006504890857899,0.0006220327612340313,0.0006689880964881993,0.0006335923113815155,0.0006406576645722557,0.0006498091913241375
3,0.001358585378349422,0.0013721592055774838,0.0013094720138841587,0.0015712374775747671,0.001178114047371524,0.001199598436006618,0.0014308725623121085,0.0011535845144480786,0.0012929353112582013,0.0012323748232527245
4,0.0013327985785712023,0.0013426992367195267,0.0013956804324996139,0.0016046534354548388,0.0014158695388610137,0.0013894515381689203,0.0014945306160625178,0.0014255027154870638,0.0014252513745084214,0.0013892300234975784
5,0.0005235781157404294,0.0005052044267688423,0.0005915740546142669,0.0006126179642408373,0.000934908232133937,0.0006369022979850376,0.0007898784052545102,0.00045934269036093797,0.0006749813218007046,0.0006135055306395786
6,0.0012908073621931374,0.00121744245701172,0.0011610782425861142,0.010272109050545377,0.001020551423129704,0.0009915469371495267,0.012262013521909722,0.010531978704604195,0.001575428529661056,0.0010939355230398565
7,0.0008559744420686096,0.0009230539292745144,0.005238355129415643,0.0010064267019906305,0.0008588758195112916,0.0107616420204075,0.0010368097138091232,0.0010046884349506578,0.0011191428850305936,0.0009933061510332144
8,0.003329480825473189,0.0032873354638781847,0.00330891743957196,0.0033933032210929116,0.0032428322031936873,0.00349093498394172,0.0032226669237624115,0.0035340082386561673,0.0034815864664177604,0.003257640439327672
9,0.0035721908907457188,0.0030703785477855894,0.003305618323178522,0.003494673661157948,0.0031283945239887734,0.003240405979721312,0.003113638871729171,0.0032704906010741852,0.0038952746363731965,0.003333089527957933
10,0.0037505184751850905,0.003219024047813897,0.003305437242984851,0.0037239605215150227,0.003348242274241993,0.0036361419492935447,0.0031996099198393344,0.0031846036518049367,0.0032756899095312307,0.0032595987632466584
