f_index,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9
0,0.005181607872171869,0.004926410203068234,0.004396620384297958,0.003758487898752378,0.004617561735561479,0.00326557969542769,0.004789978633242436,0.005024419059261216,0.004053555129797207,0.004495652813534655
1,0.004810892753528221,0.0045781104078795026,0.005187980636834754,0.004295459461919582,0.0044085009356848275,0.005425072045300547,0.005784681422949007,0.004979158642893371,0.004822893182361723,0.004882697418728831
2,0.0005693726705582979,0.00063607593604562,0.000632455605008621,0.00036863561453725385,0.0005992553228168788,0.0005230436043533695,0.0006348166096289812,0.00042030556556723437,0.0006289133226396613,0.0005444688555774769
3,0.0015100031374554483,0.0012380764806797393,0.0006071588656727976,0.0009885117733576863,0.0008799900119982187,0.0012231829617194317,0.0012606635969376295,0.0007017591329081024,0.00043691195620683236,0.0009515004439120307
4,0.001064465441931053,0.000987603281543291,0.001200439183765506,0.0012203943890235825,0.001465687664365673,0.0015356792223923561,0.000746577163114626,0.0012713739298896647,0.0013483910579133746,0.0008344690460275847
5,0.0026354829669618983,0.0019545178780985646,0.001484960119660306,0.0011980780157371373,0.001921561503890759,0.002665632976453547,0.001553347267294436,0.002098434925440507,0.0017904396042396312,0.0017786267239772533
6,0.002240079660444907,0.002409803044601624,0.0021246560941818337,0.003198646805812466,0.002270986857276759,0.001964109986955086,0.004456445803585108,0.0027997093570292005,0.0029994910989477345,0.0035925688165446487
7,0.0016634609556873477,0.002215178091820529,0.0021203237950752135,0.0019558242062873606,0.0020106662841087265,0.0020120625954545735,0.006299778520825225,0.0019052214657626482,0.0019140937105806728,0.0012447320208758825
8,0.005429146255994105,0.003747967619409177,0.004387024336839964,0.004784682699833601,0.004542884977845376,0.005225370066410802,0.003562627829368324,0.005573327729367557,0.004630663169623546,0.00417680801983167
9,0.0032651506875147084,0.003922795745742645,0.0037891104200118084,0.003959306816797561,0.0038714248680678624,0.005925546014370309,0.004434109801110277,0.004803340710848548,0.0054680179303770015,0.005287888558382657
10,0.003798679399746766,0.005059894334331785,0.004640058064422312,0.004145389562939453,0.0035012244909397227,0.0054957864871139055,0.0037366834698865114,0.003971193455172597,0.006231763817791935,0.004084296969232493
11,0.006026593005959486,0.004437140282854985,0.0034439659789394445,0.003359209740570417,0.0036612602351739584,0.005730247735512432,0.004310307715510388,0.004047618054606843,0.0039302477479603165,0.005656283278169728
12,0.003607915335671753,0.004231842488209152,0.004134569903743951,0.004301176334637547,0.004199853737845414,0.005201136621176411,0.004506542836414385,0.004311515562800353,0.0038896332870842834,0.004888065082213961
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.001600813252028481,0.001934218599546193,0.0012127497531229038,0.0015345097429626004,0.0004170201105131087,0.0009174412720669099,0.0013974308642763303,0.0010142781742156597,0.0013683903308137856,0.000944131949429371
16,0.0017403899307415478,0.0008942426355854135,0.0007366406345749539,0.0009637727139545383,0.0011215023889217719,0.0005260565455665803,0.0012445533146906058,0.0010070476201109375,0.0010735803623403923,0.001683616509937941
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0011210996794018485,0.0014098871721966782,0.0008351467190938315,0.0010938404756974012,0.0026337261423817647,0.000544309207518079,0.001360758936885169,0.0017430475028768061,0.0009328772826284256,0.0012936970852023995
19,0.0011008445690679279,0.0013559659716587803,0.002075105960968137,0.001372735050792104,0.0015413405557520546,0.001453734139004414,0.0017892002849461068,0.002014159723816454,0.0021766729565769255,0.0017749478454510102
20,0.00022540983606557374,0.0001328013409866756,1.7347558331164019e-06,0.00020624319349273824,0.0001722894254770394,0.0001063457894058983,0.00010857178748642825,0.0002570243508810969,2.016969901516279e-05,0.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0,9.107468123861564e-05,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
