f_name,mean
subcortical_ACA_ctl,9.851049897768806e-05
subcortical_MCA_ctl,0.0013139638863085197
PCA_cortex_ctl,0.00034582374480890627
thalamus_ctl,0.0003916603888575659
brainstem_ctl,0.0006856710615731644
cerebellum_ctl,0.00036507005793415747
Watershed_ctl,8.53072884704102e-05
Hemorrhagic_infarct_ctl,3.710298014758142e-05
Old_stroke_ctch,0.000799080646496248
cortical_ACA_mrir,0.00041930710759444345
cortical_MCA_mrir,0.0010727031394840221
subcortical_ACA_mrir,0.00035378361576376586
subcortical_MCA_mrir,0.0018302215155370498
PCA_cortex_mrir,0.0006160500647083348
thalamus_mrir,0.0006127369915536271
brainstem_mrir,0.001293008883096939
cerebellum_mrir,0.0007067624629325919
Watershed_mrir,0.0004393317121015123
Hemorrhagic_infarct_mrir,0.00016973713060248688
Old_stroke_mrici,0.0011395975581908753
cortical_ACA_mril,0.00027360731776128553
cortical_MCA_mril,0.0011121974791667454
subcortical_ACA_mril,0.0002472362692589803
subcortical_MCA_mril,0.0017730329120547027
PCA_cortex_mril,0.0006411608394924849
thalamus_mril,0.0005550322336349623
brainstem_mril,0.001330228567124983
cerebellum_mril,0.0008400312055596604
Watershed_mril,0.0005614961190512198
Hemorrhagic_infarct_mril,0.00011432114539932961
Old_stroke_mrich,0.00032220464833847864
HD_ID,0.0022087614682697243
PCVA_ID,0.0036208846404814344
PCVACI_ID,0.0030847924047886664
PCVACH_ID,0.0006355153562082256
PO_ID,0.0002986344169299049
UR_ID,0.0008311841445391092
SM_ID,0.0025520954153934647
PTIA_ID,0.0005204267613539268
HC_ID,0.002302577785530704
HCHT_ID,0.0021905747024893014
HCHC_ID,0.0023320124999164104
HT_ID,0.001973117081324053
DM_ID,0.002294574893743443
PAD_ID,0.0004614341221230221
AL_ID,0.0017770902324579206
CA_ID,0.0007399424707815267
NIHS_1a_in,0.001955148117946799
NIHS_1b_in,0.003785472484235675
NIHS_1c_in,0.002241738712051714
NIHS_2_in,0.0018650241472933198
NIHS_3_in,0.0015142876226437558
NIHS_4_in,0.00298447306583361
NIHS_5aL_in,0.005431139769681048
NIHS_5bR_in,0.004186638011879489
NIHS_6aL_in,0.005777386473208871
NIHS_6bR_in,0.005755123292849901
NIHS_7_in,0.0022739530844266974
NIHS_8_in,0.0022198127586004475
NIHS_9_in,0.002383473694809888
NIHS_10_in,0.0041606962879075825
NIHS_11_in,0.0010632530672755156
NIHS_1a_out,0.0007318365120950681
NIHS_1b_out,0.00530658084902942
NIHS_1c_out,0.001382364790071896
NIHS_2_out,0.0009788944837064281
NIHS_3_out,0.0013265926854976256
NIHS_4_out,0.004403684684235582
NIHS_5aL_out,0.008677116821335663
NIHS_5bR_out,0.008685509219738388
NIHS_6aL_out,0.010316649009712858
NIHS_6bR_out,0.009965522851108388
NIHS_7_out,0.0021179746174390893
NIHS_8_out,0.002086751857200593
NIHS_9_out,0.0022119181976648365
NIHS_10_out,0.007600643928661693
NIHS_11_out,0.0008206424856051633
VERS_1,0.0016688669715442348
VEIHD_1,0.0001300728547238782
MRS_1,0.08514792828112618
