f_index,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9
0,0.0035065561630819473,0.0038456310291482424,0.003127353521500932,0.0038835690272213375,0.0033305380406387407,0.003269988043227039,0.0031739670326385973,0.003051732011941218,0.003048678741852897,0.003303450842751877
1,0.0031577032308424393,0.0032518510767629975,0.0031625593730586336,0.003688405994313511,0.0036982616706297137,0.0033132445162142145,0.0034063248135343923,0.0037904679843445005,0.0033714676711852783,0.003304115643349065
2,0.0005760229468789358,0.00043070800993118345,0.0005267667480938064,0.000535635787117824,0.0005404535349098649,0.0006411488640126836,0.0005989969259871195,0.0006064711479436295,0.0004394433406223349,0.0005838233535758022
3,0.0013213843916113901,0.0013594274370035513,0.0015875518855999033,0.001551358080131177,0.00171617468794158,0.0016570357446496996,0.0016220981067069187,0.001343480710268891,0.0015100383052407366,0.00165713409635141
4,0.0017730752653087219,0.0015459288755175278,0.001405117300770298,0.0019034430783911548,0.0014275228623921437,0.0014139456832367536,0.0015277176314363566,0.001615977742381603,0.0013731728273904452,0.0015478174822331928
5,0.0008352424804879936,0.0008667231968089538,0.0008630074210635942,0.0006705154665870466,0.0014451777777787268,0.0004324150199215052,0.0007917392623782252,0.0008296142870818779,0.0005366802972939108,0.0006338504162971845
6,0.0012628949548521954,0.009132776540858447,0.002780688819789321,0.005555993349813134,0.0013692858144601586,0.0013028784711428725,0.0011187393312421731,0.0016591772462738873,0.0013532977823341153,0.01035569676536708
7,0.000891829245867137,0.0015775722973413217,0.0011406902473129871,0.0008377664001871695,0.001954294655890647,0.00071263844998553,0.0009316879174503656,0.001226428552390072,0.0007042576301920227,0.0009691515105384893
8,0.0037037256219809383,0.003755377555868964,0.0033052088229902203,0.0033453922931254362,0.0031041319208099786,0.0032108717232390872,0.0028808877529197677,0.0037250447170765,0.003243198954395772,0.003482155240259578
9,0.0036475380745825845,0.003676580974579255,0.0037761190285728282,0.0034468532379981253,0.003746420051061064,0.003249421986346951,0.0036684020433918212,0.0035432270548180827,0.0035263281797501627,0.0035098306144560184
10,0.003607388318341817,0.0033207755263699712,0.0030988765405676475,0.0030254131151115143,0.0032184562662914357,0.003282584463605307,0.003021534241118554,0.003147954664992765,0.003277043910581575,0.003227464639535326
11,0.0032237477213317572,0.003329281075775097,0.0032978196891714573,0.003289073363458379,0.0030944966964980684,0.003258017361429169,0.003247525563069664,0.003590614907103306,0.0031273237790620323,0.0035519621702964632
12,0.0030645174608123675,0.0030574746753842543,0.003654738522685313,0.002762111620632843,0.0036245204642344443,0.003207558944022156,0.0029196357959008984,0.0038065244299912994,0.003262061418768964,0.002996911415323606
